20	 2023-03-14 ~ 2023-04-04	/teacher_v2/t_promotion/202203_pr/0321_hanmaeg/main.asp?tec_cd=hanmaeg		Mega	지구과학 내신 준비는 영대쌤과 함께!
21	 2023-03-14 ~ 2023-03-28	http://www.megastudy.net/teacher_v2/t_promotion/202206_pr/0608_hellohw2/main.asp		Mega	이다지도 확실한 한국사 복습노트 개강 기념! 패키지 최대 30%▼
22	 2023-03-14 ~ 2023-03-31	http://www.megastudy.net/teacher_v2/t_promotion/202302_pr/0224_hanmaeg/main.asp?tec_cd=hanmaeg		Mega	확실한 실전대비, 엄-팩트 모의고사!
23	 2023-03-20 ~ 2023-04-03	https://www.megastudy.net/teacher_v2/t_promotion/202303_pr/0313_kasuwon2/main.asp		Mega	도표 끝판왕 뽐내기 수강평 이벤트
24	 2023-03-10 ~ 2023-03-31	https://www.megastudy.net/teacher_v2/t_promotion/202303_pr/0310_megakdw/main.asp		Mega	EBS 문학 연계는 EBS 클래스
25	 2023-03-09 ~ 2023-03-29	http://www.megastudy.net/entinfo/math_ontact/event/2022/1019_en26488/main.asp		Mega	더 강한 동기 부여를 위한 수학 열공 챌린지
26	 2023-03-08 ~ 2023-03-28	https://www.megastudy.net/teacher_v2/t_promotion/202303_pr/0308_megabori/main.asp		Mega	수능, 내신, 문학의 기초 모든 것을 담은 강E강
27	 2023-03-08 ~ 2023-03-28	/teacher_v2/t_promotion/202303_pr/0308_kichery/main.asp?tec_cd=kichery		Mega	[영어 김기철 선생님] 지문 해석은 김기철 선생님과 함께!
28	 2023-03-09 ~ 2023-03-28	http://www.megastudy.net/teacher_v2/t_promotion/202302_pr/0206_kihyun6/main.asp?tec_cd=kihyun6		Mega	3/29(수) 밤 8시, 3월 학평 분석 M-LIVE
29	 2023-03-08 ~ 2023-04-02	https://www.megastudy.net/Event/2023/0308_cp27331/main.asp		Mega	우리가 만드는 한 뼘의 THINKING
30	 2023-03-06 ~ 2023-03-31	http://www.megastudy.net/megaClub/event/2023/0306_evt/main.asp		Mega	[메가클럽] 클럽쿠폰 다운로드하고 LUCKY DRAW 참여하자!
31	 2023-03-02 ~ 2023-03-31	https://megastudy.net/bookMall/event/2023/0302_evt/main.asp?mOne=bookevt		Mega	온라인서점 3월 이벤트
32	 2023-03-02 ~ 2023-03-30	http://www.megastudy.net/teacher_v2/t_promotion/202303_pr/0302_megabori/main.asp		Mega	새기분과 함께 더 나은 국어 실력을 만드세요!
33	 2023-02-24 ~ 2023-06-30	http://www.megastudy.net/teacher_v2/t_promotion/202302_pr/0224_megakse/main.asp?tec_cd=megakse		Mega	빈틈없는 기출 공부의 완성! 2024 불꽃 기출 패키지 50% 할인
34	 2023-03-16 ~ 2023-03-30	https://www.megastudy.net/teacher_v2/t_promotion/202302_pr/0223_itisruud/main.asp		Mega	기초부터 탄탄하게, 영어 실력 강화!
35	선착순	https://www.megastudy.net/event/2021/0817_mo24123/main.asp		Mega	2024 이감 ON 연간 패키지
36	선착순	https://www.megastudy.net/bookmall/event/2023/0126_book/main.asp?SubMainType=B&mOne=mpick&mTwo=239		Mega	생활과 윤리의 등불 <현자의 돌>
37	선착순	http://www.megastudy.net/event/2020/1218_test/main.asp		Mega	바탕의 국어 영역 완성 프로그램
38	선착순	http://www.megastudy.net/bookMall/event/2023/0113_book/main.asp		Mega	EBS 수능특강은 역시 메가스터디! 구매 시, 1학기 플래너 증정
39	선착순	https://www.megastudy.net/event/2020/1223_it22643/main.asp		Mega	수능 출제자가 만든 모의고사 특별 혜택!
40	 2023-03-27 ~ 2023-04-16	https://go3.etoos.com/teacher/event/2023/03/kdh_27/		Etoos	[김동환 선생님] 무료특강 후기 쓰면 선물쏜다★
41	 2023-03-27 ~ 2023-04-16	https://go3.etoos.com/teacher/event/2023/03/jsj_27/		Etoos	[정승제 선생님] 승제쌤과 마음잡고 다시 수학공부하자!
42	 2023-03-24 ~ 2023-04-07	https://go3.etoos.com/teacher/board/sub01/board_read.asp?teacher_id=200438&BOARD_ID=2005&BOARD_ARTI_ID=31882866		Etoos	[박기웅 선생님] ★공부 다짐적고 기웅쌤 교재받자!★
43	 2023-03-20 ~ 2023-04-05	https://go3.etoos.com/teacher/board/sub01/board_read.asp?TEACHER_ID=200331&page=1&selSearchType=1&txtSearchWD=&BOARD_ID=2005&BOARD_ARTI_ID=31859930		Etoos	[그레이스 선생님] 우리 학교 EBS 내신, 그쌤이랑 대비하..
44	 2023-03-17 ~ 2023-11-16	https://go3.etoos.com/teacher/event/2023/03/kyg_17/		Etoos	[강윤구 선생님] ★강윤구 공략법★문제풀이 패키지 출..
45	 미정	https://go3.etoos.com/teacher/board/sub01/board_read.asp?TEACHER_ID=200424&page=1&selSearchType=1&txtSearchWD=&BOARD_ID=2005&BOARD_ARTI_ID=31836524		Etoos	[차현우 선생님] ★기출시너지 OPEN EVENET★
46	 2023-03-16 ~ 2023-04-02	https://go3.etoos.com/teacher/event/2023/03/lgc_08/		Etoos	[이규철 선생님] ★[3월학평] Churry-Up 무료 모의고사★
47	 2023-03-13 ~ 2023-04-13	https://go3.etoos.com/teacher/event/2023/03/kmj_13/		Etoos	[김민정 선생님] ♥씹어먹는 EBS는 진리지♥
48	 2023-03-09 ~ 2023-03-29	https://go3.etoos.com/teacher/event/2023/02/ld_09/		Etoos	[이도 선생님] 개념 다 들었니? 그럼 이제 기출 받자..
49	 2023-02-28 ~ 2023-11-15	https://go3.etoos.com/teacher/event/2023/02/psh_28/		Etoos	[박상현 선생님] ★수능 화학 필수! 실전 개념이 궁금..
50	 2023-02-22 ~ 2023-03-31	https://www.etoos.com/ecommunity/event/2023/02/live/		Etoos	[이투스 이벤트] ★LIVE CLASS 3월 접수 시작★
51	 2023-02-16 ~ 2023-03-31	https://go3.etoos.com/teacher/event/2023/02/kmj_17/		Etoos	[김민정 선생님] 매일 점검하는 독학서 시리즈 OPEN!
52	 2023-01-26 ~ 2023-11-15	https://go3.etoos.com/teacher/event/2023/01/psh_26/		Etoos	[박상현 선생님] 최상위권을 향한 1%의 차이, 대치동S★
53	 2023-02-06 ~ 2023-03-31	https://go3.etoos.com/teacher/board/sub01/board_read.asp?teacher_id=200393&BOARD_ID=2005&BOARD_ARTI_ID=31499609		Etoos	[홍인왕 선생님] 다짐&수강후기 작성하고 지구과학..
54	 미정	https://go3.etoos.com/teacher/board/sub01/board_read.asp?TEACHER_ID=200378&page=1&selSearchType=1&txtSearchWD=&BOARD_ID=2005&BOARD_ARTI_ID=31369831		Etoos	[손경호 선생님] 2024 교재 ★Early Bird EVENT★
55	 2022-12-22 ~ 2023-11-16	https://go3.etoos.com/teacher/event/2022/12/psh_22/		Etoos	[박상현 선생님] ♡ Why not, 박상현 개념 IS 뭔들 ♡
56	 2022-12-15 ~ 2023-11-15	https://www.etoos.com/teacher/event/2022/12/ljy_15/		Etoos	[이지영 선생님] 2024 이지영 교재패스♥
57	 2022-11-17 ~ 2023-11-16	https://go3.etoos.com/teacher/event/2022/11/psh_17_g3/		Etoos	[박상현 선생님] ★ 2024시즌 제대로 한다. 박상현 한..
58	 2023/03/23 ~ 2023/04/14	http://www.mimacstudy.com/ex/t972/2023/0323/000123_indexfull.ds		DaeSung	★2024 물리학I N제 THE EXPERT ZERO 오픈★ EVENT1. 기대평&다짐 댓글 작성하고 선물받자! EVENT2. 3명이 모이면 교재가 무료! ☆반배송 EVENT☆
59	 2023/03/23 ~ 2023/04/02	https://www.mimacstudy.com/ex/t1028/2023/0323/849127_indexfull.ds		DaeSung	4.2(일)까지만 누릴 수 있는 30% 할인 혜택! 체화서 3권과 믿고 받는 유대종쌤 굿즈도 함께 받아가세요
60	 2023/03/23 ~ 2023/04/18	https://www.mimacstudy.com/ex/t998/2023/0322/208268_indexfull.ds		DaeSung	The ROAD of the IMAGE MATH EVENT ① 교재 패키지 구매 EVENT EVENT ② 열공 플랜 댓글 EVENT
61	 2023/03/23 ~ 2023/04/09	https://www.mimacstudy.com/ex/t531/2022/1207/163589_indexfull.ds		DaeSung	★ 이명학의 리드미컬 구매자 전원 증정 ★ 이명학의 리드미컬 구매하고, 시원한 아이스 아메리카노 먹자!
62	 2023/03/21 ~ 2023/04/23	https://www.mimacstudy.com/ex/t1001/2023/0321/113225_indexfull.ds		DaeSung	★장성문T 개념&기출 수강후기 EVENT★ 후기 작성하고 선물받자! (~4/23)
63	 2023/03/21 ~ 2023/04/11	https://www.mimacstudy.com/ex/t983/2023/0321/055156_indexfull.ds		DaeSung	★주간KISS 수강후기 EVENT★ 달달한 음료와 KISS 후드집업 받아가자! (~4/11)
64	 2023/03/21 ~ 2023/04/30	https://www.mimacstudy.com/ex/t921/2023/0321/339987_indexfull.ds		DaeSung	생명과학 1등급 공식! 내신 x 정수민 ★수강후기 EVENT★(~4/30)
65	 2023/03/20 ~ 2023/04/02	https://www.mimacstudy.com/ex/t1028/2023/0320/875422_indexfull.ds		DaeSung	★언매 수강후기 남기고 선물받자★ 200명에게 푸짐한 선물이 팡팡! 햄버거와 커피 유대종쌤이 간식 또 쏜대!
66	 2023/03/16 ~ 2023/03/31	https://www.mimacstudy.com/ex/t972/2023/0316/981232_indexfull.ds		DaeSung	★ 개념압축 강좌 2주 완강 챌린지 EVENT ★ 하루 한강씩! 2주동안 완강하고 선물 받자! (~3/31)
67	 2023/03/14 ~ 2023/04/07	https://www.mimacstudy.com/ex/t629/2023/0314/789113_indexfull.ds		DaeSung	수리논술 시작과 끝 The Simple 수리논술 수강후기 쓰고 선물받기! (~4/7까지)
68	 2023/03/16 ~ 2023/05/28	https://www.mimacstudy.com/ex/t180/2023/0316/658454_indexfull.ds		DaeSung	"""국어 고수를 향한, 나 자신과의 싸움"" '천하제일 GRIT 대회'를 개최합니다! 다양한 이벤트 참여하고, 푸짐한 경품 받아가세요."
69	 2023/03/16 ~ 2023/04/17	https://www.mimacstudy.com/ex/t986/2023/0316/507249_indexfull.ds		DaeSung	★ 성주쌤 런칭 100일 잔치에 초대합니다! ★ By Choi 미션 완료하고 By Choi 선물 받자 !
70	 2023/03/15 ~ 2023/03/28	https://www.mimacstudy.com/ex/evt/2023/newsemester0315/852222_indexfull.ds		DaeSung	★ 고1, 2 신학기 설명회 ★ 각 과목 1등이 모여있는 마이맥고등학교로 놀러와! 과목별 학습법에 대해 질문을 남기고 선물까지 받자!
71	 2023/03/15 ~ 2023/03/31	https://www.mimacstudy.com/ex/t1052/2023/0315/088789_indexfull.ds		DaeSung	★박선우T 고양이 Part.2 OPEN EVENT★ 고득점 양성을 위한 나만의 열공 다짐을 작성하면 공차 딸기 쿠키 스무디 증정! (~3/31)
72	 2023/03/15 ~ 2023/04/12	https://www.mimacstudy.com/tcher/getNoticeList.ds?currPage=1&bNo=24291&tcd=998&pageType=detail		DaeSung	★ 이미지 입문N제 N티켓 수강후기 EVENT! ★ N티켓 수강후기 쓰고, 미지굿즈&간식 받자! (~4/12)
73	 2023/03/14 ~ 2023/03/31	https://www.mimacstudy.com/ex/t1016/2023/0313/342041_indexfull.ds		DaeSung	★ 김준T 2024 CRITICAL POINT 출시 기념 EVENT! ★ 크포 수강생이 가장 많은 TOP1 학교에 김준T이 푸드트럭 쏩니다♡ (~3/31)
74	 2023/03/06 ~ 2023/04/05	https://www.mimacstudy.com/ex/t994/2023/0306/093224_indexfull.ds		DaeSung	한 수 앞서는 웹진, 월간 한수 ★★창간 기념 댓글 이벤트★★ 여러분이 보고 싶은 한수 모의고사 관련 내용을 남겨 주세요.
75	 2023/03/06 ~ 2023/04/03	https://www.mimacstudy.com/ex/evt/2023/ticketEvt0306/123456_indexfull.ds		DaeSung	★대성패스 친구 추천 이벤트★ 추천을 받은 친구가 대성패스를 구매하면 나와 친구에게 더 큰 선물이 찾아온다!!
76	 2023/03/03 ~ 2023/04/09	https://www.mimacstudy.com/ex/t1051/2023/0303/445464_indexfull.ds		DaeSung	★김민준 수강후기 EVENT★ 수능을 준비해야 하는 시기! 바로 지금입니다. 김민준과 공부하고 진솔한 후기를 들려주세요!
77	 2023/02/28 ~ 2023/03/28	https://www.mimacstudy.com/ex/t362/2023/0228/473201_indexfull.ds		DaeSung	★ 인영데이 EVENT ★ 1. 수강후기 쓰고 인영 굿즈 받자! 2. 수강신청 하고 치킨 먹자!
78	 2023/03/01 ~ 2023/03/31	https://www.mimacstudy.com/ex/t987/2023/0228/111155_indexfull.ds		DaeSung	★ 수강후기 EVENT ★ 수강후기 작성하고 크록스 최여름 에디션 받자!
79	 2023/03/01 ~ 2023/03/31	https://www.mimacstudy.com/ex/t960/2023/0228/173380_indexfull.ds		DaeSung	★ 수강후기 EVENT ★ 수강후기 작성하고 크록스 전성오 에디션 받자!
80	 2023/03/01 ~ 2023/03/31	https://www.mimacstudy.com/ex/t360/2023/0228/174285_indexfull.ds		DaeSung	★ 수강후기 EVENT ★ 수강후기 작성하고 크록스 권용기 에디션 받자!
81	 2023/02/01 ~ 2023/03/31	https://www.mimacstudy.com/ex/t1028/2023/0106/446894_indexfull.ds		DaeSung	★제2회 BIGBELL AWARD★ 유대종 선생님의 강의를 듣고 수강후기를 남겨주세요. 애플워치, 문화상품권, 라미펜을 선물로 드립니다.
82	 2022/11/17 ~ 2023/12/31	http://www.mimacstudy.com/ex/t924/2023/0127/715154_indexfull.ds		DaeSung	▣수학 배성민T 풀커리 이벤트!▣ 배성민T 풀커리 타고 장학금 200만원에 도전하자!
